店舗名,住所
快活クラブ  上熊本店,熊本県熊本市西区上熊本2-17-42※ナビで検索されない場合⇒熊本県熊本市西区上熊本2-18-56
快活クラブ  別府店,大分県別府市京町8-19※ピザ・カリフォルニア 別府店さん となり
快活クラブ  大分森町店,大分県大分市皆春1576-4※CO・OPふらいる(コープおおいた)さん 向かい
快活クラブ  大分中央町店,大分県大分市中央町2-5-25
快活クラブ  宮崎加納店,宮崎県宮崎市清武町加納乙254-3※ナビで検索されない場合⇒宮崎県宮崎市清武町加納乙244
快活クラブ  宮崎一の宮店,宮崎県宮崎市日ノ出町2-1※ナビで検索されない場合⇒宮崎県宮崎市一の宮町56-5
快活クラブ  都城店,宮崎県都城市平江町143※ナビで検索されない場合⇒宮崎県都城市平江町23-6
快活クラブ  天文館通り店,鹿児島県鹿児島市千日町5-6シネシティ文化ビル 2・3F（受付2F）※天文館通り駅より徒歩2分※カラオケ館天文館店さんのビル
快活クラブ  鹿屋店,鹿児島県鹿屋市王子町3973-3※MEGAドン・キホーテ鹿屋店さん となり
快活クラブ  アクロスプラザ与次郎店,鹿児島県鹿児島市与次郎1-7-18※アクロスプラザ与次郎内 2F
快活クラブ  鹿児島天文館店,鹿児島県鹿児島市中町5-5※天文館通駅より徒歩3分※鹿児島市電いづろ通・天文館通そば※ナビで検索されない場合⇒鹿児島県鹿児島市中町５−１
快活クラブ  鹿児島新栄店,鹿児島県鹿児島市新栄町1-28※南鹿児島駅より徒歩10分※ナビで検索されない場合⇒鹿児島県鹿児島市宇宿1-11-8
快活クラブ  那覇小禄店,沖縄県那覇市鏡原町34-36アクロスプラザ小禄A棟 2F
快活クラブ  那覇安謝店,沖縄県那覇市字安謝664-32※マックスバリュ 安謝店さん 敷地内
快活クラブ  名護店,沖縄県名護市名護4513※ザ・フォレストモール 名護 内
快活クラブ  浦添店,沖縄県浦添市前田3丁目1-5
快活クラブ  沖縄コザ店,沖縄県沖縄市宮里1-15-15　2・3F(受付2F)※コザ十字路南
快活クラブ  那覇国際通り店,沖縄県那覇市牧志3-11-22・3F(受付2F)※高良レコード店さん の上 
